Río Chalinga Nodes and Reaches, 0 \ Headflow, 1 \ CA_Gabino Outflow, 2 \ Reach, 3 \ Río Chalinga en La Palmilla (gauge), 3 \ ZR_Gavino Runoff, 4 \ Reach, 5 \ CL_09 Inflow, 6 \ Reach, 7 \ CA_Destiladera Outflow, 8 \ Reach, 9 \ CA_Destiladera Outflow 2,10 \ Reach,11 \ ZR_Destiladera Runoff,12 \ Reach,13 \ CA_Batuco Chalinga Outflow,14 \ Reach,15 \ ZR_Batuco Chalinga Runoff,16 \ Reach,17 \ CA_Molino de Zapallar Outflow,18 \ Reach,19 \ ZR_Molino de Zapallar Runoff,20 \ Reach,21 \ CA_Toma Ranque Outflow,22 \ Reach,23 \ ZR_Ranque Runoff,24 \ Reach,25 \ CA_Palquial Outflow,26 \ Reach,27 \ ZR_Palquial Runoff,28 \ Reach,29 \ CA_Valentino Outflow,30 \ Reach,31 \ ZR_Valentino Runoff,32 \ Reach,33 \ CA_Maravillal Outflow,34 \ Reach,35 \ ZR_Maravillal Runoff,36 \ Reach,37 \ CA_Alameda Outflow,38 \ Reach,39 \ ZR_Alameda Runoff,40 \ Reach,41 \ CA_Cunlagua Outflow,42 \ Reach,43 \ ZR_Cunlagua Runoff,44 \ Reach,45 \ CA_Los Guindos Outflow,46 \ Reach,47 \ ZR_Los Guindos Runoff,48 \ Reach,49 \ CA_Huanque Outflow,50 \ Reach,51 \ ZR_Huanque Runoff,52 \ Reach,53 \ CA_Chanar Chalinga Outflow,54 \ Reach,55 \ ZR_Chanar Chalinga Runoff,56 \ Reach,57 \ CA_Arboleda Grande Outflow,58 \ Reach,59 \ ZR_Arboleda Grande Runoff,60 \ Reach,61 \ CA_Chalinga Outflow,62 \ Reach,63 \ ZR_Chalinga Runoff,64 \ Reach,65 \ ZR_Tebal Runoff,66 \ Reach,67 \ CA_Tebal Outflow,68 \ Reach,69 \ ZR_Chilcas Runoff,70 \ Reach,71 \ CA_Chilcas Outflow,71 \ PC_DES_CHALINGA (gauge),72 \ Reach
mar-17,0.398514,0.377077,0.377077,0.398516,0.377077,0.38417,0.469757,0.465059,0.465059,0.465059,0.410752,0.410752,0.410752,0.43946,0.225091,0.225091,0.238269,0.295717,0.253558,0.253558,0.256354,0.482915,0.474341,0.474341,0.475125,0.483196,0.275973,0.275973,0.293493,0.418923,0.405918,0.405918,0.406183,0.412743,0.390192,0.390192,0.392794,0.404169,0.384161,0.384161,0.385484,0.493956,0.378667,0.378667,0.386628,0.432569,0.416429,0.416429,0.416594,0.423703,0.343001,0.343001,0.346318,0.373836,0.345014,0.345014,0.345446,0.363726,0.277259,0.277259,0.282039,0.30437,0.235773,0.235773,0.237338,0.265987,0.270067,0.341356,0.208773,0.208773,0.210586,0.210586,0.141413,0,0.141413
abr-17,0.290667,0.275031,0.275031,0.290667,0.275031,0.282197,0.343538,0.340103,0.340103,0.340103,0.300493,0.300493,0.300493,0.329492,0.173138,0.173138,0.180951,0.232084,0.201334,0.201334,0.202908,0.433028,0.426773,0.426773,0.427192,0.435345,0.284202,0.284202,0.293604,0.420308,0.410822,0.410822,0.410962,0.417589,0.40114,0.40114,0.402726,0.414217,0.399623,0.399623,0.400255,0.508903,0.424814,0.424814,0.429595,0.476002,0.46423,0.46423,0.464333,0.471595,0.412733,0.412733,0.414496,0.442294,0.421272,0.421272,0.42154,0.440173,0.377107,0.377107,0.379856,0.402414,0.352381,0.352381,0.353209,0.382149,0.38399,0.456004,0.359302,0.359302,0.360252,0.360252,0.309799,0,0.309799
may-17,0.661257,0.631257,0.631257,0.661258,0.631257,0.636314,0.780965,0.773155,0.773155,0.773155,0.697155,0.697155,0.697155,0.717624,0.417624,0.417624,0.429557,0.459098,0.400098,0.400098,0.404505,0.563781,0.551781,0.551781,0.55286,0.558615,0.268615,0.268615,0.285957,0.37539,0.35719,0.35719,0.357378,0.362055,0.330495,0.330495,0.3312,0.339311,0.339311,0.339311,0.341076,0.410352,0.410352,0.410352,0.4144,0.447156,0.447156,0.447156,0.447195,0.452416,0.318506,0.318506,0.321744,0.341365,0.341365,0.341365,0.341469,0.354884,0.211409,0.211409,0.216722,0.232644,0.136918,0.136918,0.139007,0.159435,0.169164,0.219994,0,0,0.00280367,0.00280367,0,0,0
jun-17,0.629846,0.599846,0.599846,0.629846,0.599846,0.609873,0.747462,0.739988,0.739988,0.739988,0.663988,0.663988,0.663988,0.704571,0.404571,0.404571,0.408458,0.507445,0.448445,0.448445,0.449745,0.770418,0.758418,0.758418,0.758764,0.770173,0.480173,0.480173,0.485311,0.662629,0.644429,0.644429,0.644485,0.653758,0.622198,0.622198,0.622355,0.638436,0.610436,0.610436,0.610992,0.734268,0.552056,0.552056,0.553145,0.553145,0.527635,0.527635,0.527643,0.527643,0.400095,0.400095,0.40111,0.447234,0.401681,0.401681,0.401704,0.401704,0.265045,0.265045,0.266725,0.304155,0.195739,0.195739,0.196445,0.236831,0.240399,0.359891,0.150347,0.150347,0.151305,0.151305,0.0419773,0,0.0419773
jul-17,0.538422,0.509459,0.509459,0.538425,0.509459,0.519163,0.636201,0.629839,0.629839,0.629839,0.556467,0.556467,0.556467,0.595741,0.306112,0.306112,0.30733,0.394982,0.338022,0.338022,0.338178,0.648896,0.637311,0.637311,0.63734,0.648382,0.368408,0.368408,0.369464,0.541061,0.523491,0.523491,0.523515,0.532489,0.50202,0.50202,0.50238,0.517942,0.49091,0.49091,0.490983,0.641126,0.485362,0.485362,0.485951,0.55693,0.535123,0.535123,0.535142,0.547721,0.438686,0.438686,0.438814,0.48133,0.442389,0.442389,0.44244,0.474785,0.357962,0.357962,0.358015,0.392516,0.299837,0.299837,0.299864,0.344129,0.344358,0.454503,0.275374,0.275374,0.275439,0.275439,0.18198,0,0.18198
ago-17,0.419612,0.397041,0.397041,0.419615,0.397041,0.406722,0.497051,0.49208,0.49208,0.49208,0.434898,0.434898,0.434898,0.474079,0.24836,0.24836,0.249514,0.339694,0.295303,0.295303,0.29552,0.604366,0.595338,0.595338,0.595398,0.606413,0.388218,0.388218,0.389024,0.560211,0.546517,0.546517,0.546526,0.555479,0.531734,0.531734,0.532028,0.547553,0.526486,0.526486,0.526535,0.675107,0.553714,0.553714,0.554152,0.616851,0.599856,0.599856,0.599873,0.610875,0.525899,0.525899,0.52592,0.563477,0.533128,0.533128,0.533167,0.561445,0.4704,0.4704,0.470433,0.50091,0.428681,0.428681,0.4287,0.467801,0.46887,0.566166,0.426564,0.426564,0.426604,0.426604,0.353768,0,0.353768
sept-17,0.400583,0.379034,0.379034,0.400583,0.379034,0.386579,0.47263,0.467904,0.467904,0.467904,0.413315,0.413315,0.413315,0.44385,0.228369,0.228369,0.233205,0.30662,0.264242,0.264242,0.265227,0.50391,0.495291,0.495291,0.495559,0.504144,0.295846,0.295846,0.302813,0.436225,0.423153,0.423153,0.423277,0.430255,0.407586,0.407586,0.408913,0.421012,0.4009,0.4009,0.401472,0.515072,0.399185,0.399185,0.402548,0.451412,0.435188,0.435188,0.435268,0.443829,0.362708,0.362708,0.364137,0.393407,0.364435,0.364435,0.364641,0.386685,0.299769,0.299769,0.30144,0.325191,0.256238,0.256238,0.256799,0.287272,0.288778,0.364604,0.231334,0.231334,0.232021,0.232021,0.162489,0,0.162489
oct-17,0.439804,0.416146,0.416146,0.439806,0.416146,0.423116,0.517984,0.512804,0.512804,0.512804,0.452871,0.452871,0.452871,0.48108,0.244501,0.244501,0.253228,0.320342,0.273815,0.273815,0.275549,0.495601,0.486138,0.486138,0.486647,0.494578,0.265884,0.265884,0.279779,0.403032,0.38868,0.38868,0.388936,0.395382,0.370494,0.370494,0.372873,0.38405,0.36197,0.36197,0.363301,0.466268,0.339034,0.339034,0.345236,0.39038,0.372567,0.372567,0.37271,0.380257,0.291193,0.291193,0.294468,0.321508,0.2897,0.2897,0.290073,0.309483,0.214057,0.214057,0.217284,0.239227,0.163523,0.163523,0.164813,0.192965,0.197146,0.267198,0.120879,0.120879,0.122515,0.122515,0.0461747,0,0.0461747
nov-17,0.597045,0.567045,0.567045,0.597047,0.567045,0.574953,0.673032,0.666302,0.666302,0.666302,0.590302,0.590302,0.590302,0.622306,0.322306,0.322306,0.337057,0.412669,0.393893,0.393893,0.397017,0.647942,0.644761,0.644761,0.645706,0.654703,0.364703,0.364703,0.387922,0.527754,0.509554,0.509554,0.509943,0.517256,0.485696,0.485696,0.489137,0.501818,0.494856,0.494856,0.497008,0.614825,0.442102,0.442102,0.45161,0.502826,0.478645,0.478645,0.478845,0.487091,0.366185,0.366185,0.371335,0.402012,0.358831,0.358831,0.359358,0.380521,0.250978,0.250978,0.256549,0.281443,0.178673,0.178673,0.180929,0.212868,0.219987,0.299462,0.10083,0.10083,0.103634,0.103634,0,0,0
dic-17,0.688131,0.658131,0.658131,0.688132,0.658131,0.667835,0.737996,0.730616,0.730616,0.730616,0.654616,0.654616,0.654616,0.69389,0.39389,0.39389,0.412454,0.505361,0.446361,0.446361,0.450472,0.720795,0.708795,0.708795,0.710006,0.712933,0.422933,0.422933,0.451878,0.623475,0.605275,0.605275,0.605744,0.614718,0.583158,0.583158,0.587085,0.602647,0.574647,0.574647,0.577269,0.705429,0.506355,0.506355,0.51784,0.585123,0.557253,0.557253,0.557486,0.568279,0.428927,0.428927,0.435122,0.475424,0.425655,0.425655,0.426257,0.453952,0.304647,0.304647,0.311772,0.344477,0.226028,0.226028,0.228819,0.270778,0.279678,0.384087,0.155152,0.155152,0.158622,0.158622,0.0391772,0,0.0391772
ene-18,0.700795,0.670795,0.670795,0.700798,0.670795,0.680823,0.765638,0.757981,0.757981,0.757981,0.681981,0.681981,0.681981,0.722564,0.422564,0.422564,0.441338,0.53424,0.47524,0.47524,0.479368,0.801209,0.789209,0.789209,0.790421,0.801831,0.511831,0.511831,0.540459,0.717777,0.699577,0.699577,0.700039,0.709312,0.677752,0.677752,0.681667,0.697748,0.669748,0.669748,0.672304,0.82784,0.62784,0.62784,0.639323,0.719457,0.691457,0.691457,0.691688,0.704534,0.564534,0.564534,0.570571,0.618569,0.568569,0.568569,0.569178,0.602189,0.452189,0.452189,0.459366,0.498317,0.379317,0.379317,0.382051,0.432024,0.440532,0.564881,0.334881,0.334881,0.338264,0.338264,0.218264,0,0.218264
feb-18,0.710131,0.680131,0.680131,0.710132,0.680131,0.690159,0.847091,0.83862,0.83862,0.83862,0.76262,0.76262,0.76262,0.803203,0.503203,0.503203,0.519836,0.608588,0.549588,0.549588,0.553197,0.876131,0.864131,0.864131,0.865184,0.876593,0.586593,0.586593,0.610892,0.788209,0.770009,0.770009,0.770393,0.779667,0.748107,0.748107,0.751382,0.767463,0.739463,0.739463,0.741573,0.897891,0.697891,0.697891,0.70793,0.788436,0.760436,0.760436,0.760641,0.773561,0.633561,0.633561,0.638606,0.686828,0.636828,0.636828,0.637356,0.670499,0.520499,0.520499,0.52664,0.565772,0.446772,0.446772,0.449135,0.49934,0.506308,0.631235,0.401235,0.401235,0.404121,0.404121,0.284121,0,0.284121
mar-18,0.643791,0.613791,0.613791,0.643793,0.613791,0.622848,0.76512,0.757469,0.757469,0.757469,0.681469,0.681469,0.681469,0.718125,0.418125,0.418125,0.431303,0.507763,0.448763,0.448763,0.451559,0.744055,0.732055,0.732055,0.73284,0.743145,0.453145,0.453145,0.470665,0.630823,0.612623,0.612623,0.612888,0.621264,0.589704,0.589704,0.592307,0.606831,0.578831,0.578831,0.580154,0.721948,0.535701,0.535701,0.543663,0.616378,0.590303,0.590303,0.590469,0.602277,0.471904,0.471904,0.475222,0.518777,0.472215,0.472215,0.472647,0.503006,0.363321,0.363321,0.3681,0.403446,0.292629,0.292629,0.294194,0.33954,0.34362,0.456457,0.242273,0.242273,0.244086,0.244086,0.132338,0,0.132338
abr-18,0.421933,0.399236,0.399236,0.421936,0.399236,0.409264,0.502507,0.497482,0.497482,0.497482,0.439984,0.439984,0.439984,0.480567,0.2536,0.2536,0.261899,0.342352,0.297715,0.297715,0.299387,0.62401,0.614931,0.614931,0.615379,0.626788,0.407387,0.407387,0.417389,0.594707,0.580938,0.580938,0.58109,0.590363,0.566486,0.566486,0.56816,0.584241,0.563058,0.563058,0.563747,0.722101,0.600037,0.600037,0.604951,0.679921,0.662832,0.662832,0.662938,0.675262,0.589817,0.589817,0.591617,0.636523,0.606007,0.606007,0.606283,0.637932,0.546383,0.546383,0.549175,0.585616,0.512988,0.512988,0.513832,0.560585,0.562534,0.678871,0.538497,0.538497,0.539469,0.539469,0.46623,0,0.46623
may-18,0.269272,0.254788,0.254788,0.269272,0.254788,0.262129,0.321636,0.318419,0.318419,0.318419,0.281725,0.281725,0.281725,0.311438,0.166592,0.166592,0.16911,0.221358,0.192871,0.192871,0.193155,0.427088,0.421294,0.421294,0.421372,0.429725,0.289707,0.289707,0.292359,0.422182,0.413395,0.413395,0.413454,0.420243,0.405005,0.405005,0.405734,0.417508,0.403989,0.403989,0.404216,0.513861,0.435962,0.435962,0.437618,0.485168,0.474262,0.474262,0.474309,0.482136,0.427606,0.427606,0.428279,0.456761,0.437286,0.437286,0.43741,0.457526,0.399101,0.399101,0.399628,0.422741,0.376391,0.376391,0.376615,0.406268,0.406744,0.48053,0.390946,0.390946,0.391187,0.391187,0.344447,0,0.344447
jun-18,0.30943,0.292785,0.292785,0.30943,0.292785,0.297627,0.366007,0.362347,0.362347,0.362347,0.32018,0.32018,0.32018,0.339775,0.173327,0.173327,0.176526,0.207726,0.174991,0.174991,0.176039,0.327908,0.32125,0.32125,0.321534,0.327043,0.166144,0.166144,0.17026,0.255873,0.245775,0.245775,0.245819,0.250297,0.232786,0.232786,0.232892,0.240656,0.225121,0.225121,0.225576,0.292453,0.202936,0.202936,0.203758,0.235115,0.222583,0.222583,0.222588,0.227874,0.165213,0.165213,0.166054,0.184837,0.184837,0.184837,0.184851,0.198417,0.13128,0.13128,0.132695,0.147937,0.0946748,0.0946748,0.0952631,0.114818,0.117839,0.166498,0.0635536,0.0635536,0.064357,0.064357,0.0106469,0,0.0106469
jul-18,0.275037,0.260242,0.260242,0.275037,0.260242,0.265626,0.326406,0.323142,0.323142,0.323142,0.285662,0.285662,0.285662,0.307453,0.159505,0.159505,0.160452,0.203157,0.174061,0.174061,0.174347,0.343291,0.337373,0.337373,0.337477,0.343603,0.200588,0.200588,0.202314,0.29752,0.288545,0.288545,0.288556,0.293536,0.277972,0.277972,0.27799,0.286624,0.272816,0.272816,0.273027,0.347052,0.267485,0.267485,0.267841,0.302712,0.291572,0.291572,0.291573,0.297753,0.242056,0.242056,0.242619,0.263506,0.243614,0.243614,0.243617,0.243617,0.183941,0.183941,0.184946,0.201896,0.154554,0.154554,0.155094,0.17684,0.178869,0.23298,0.141478,0.141478,0.142212,0.142212,0.0944721,0,0.0944721
ago-18,0.219493,0.207686,0.207686,0.219494,0.207686,0.212632,0.261137,0.258526,0.258526,0.258526,0.228615,0.228615,0.228615,0.248629,0.13056,0.13056,0.133965,0.177707,0.154486,0.154486,0.155126,0.309203,0.304481,0.304481,0.304663,0.310289,0.196156,0.196156,0.200304,0.287749,0.280586,0.280586,0.280654,0.285227,0.272806,0.272806,0.273591,0.281521,0.270501,0.270501,0.270787,0.338031,0.274532,0.274532,0.276454,0.308483,0.299593,0.299593,0.29964,0.305316,0.260867,0.260867,0.261642,0.280827,0.264952,0.264952,0.265071,0.279666,0.232042,0.232042,0.232964,0.248532,0.210751,0.210751,0.211085,0.231058,0.231735,0.281435,0.208411,0.208411,0.208783,0.208783,0.170684,0,0.170684
sept-18,0.267718,0.253317,0.253317,0.267718,0.253317,0.257263,0.316426,0.313262,0.313262,0.313262,0.276779,0.276779,0.276779,0.292751,0.148741,0.148741,0.153965,0.1872,0.165317,0.165317,0.166381,0.288017,0.287036,0.287036,0.287327,0.291818,0.152608,0.152608,0.160176,0.229962,0.221225,0.221225,0.22136,0.225009,0.20986,0.20986,0.211274,0.217603,0.215567,0.215567,0.216196,0.266994,0.189545,0.189545,0.193174,0.218734,0.207891,0.207891,0.207977,0.212233,0.158018,0.158018,0.159596,0.174906,0.155543,0.155543,0.155764,0.166717,0.10863,0.10863,0.110467,0.122891,0.0768088,0.0768088,0.0774383,0.0933781,0.0951001,0.134764,0.0456965,0.0456965,0.0464698,0.0464698,0,0,0
oct-18,0.317167,0.300106,0.300106,0.317167,0.300106,0.304764,0.374855,0.371106,0.371106,0.371106,0.327885,0.327885,0.327885,0.346738,0.176128,0.176128,0.184762,0.22764,0.204527,0.204527,0.206241,0.344567,0.342872,0.342872,0.343375,0.344278,0.179356,0.179356,0.193251,0.275623,0.265273,0.265273,0.265527,0.269835,0.251887,0.251887,0.254265,0.261735,0.257429,0.257429,0.25876,0.309516,0.217761,0.217761,0.223963,0.254134,0.241288,0.241288,0.241431,0.246294,0.182066,0.182066,0.18534,0.203412,0.180473,0.180473,0.180847,0.193351,0.124534,0.124534,0.127761,0.142426,0.0878322,0.0878322,0.0891221,0.107937,0.112118,0.158935,0.0534163,0.0534163,0.0550531,0.0550531,0,0,0
nov-18,0.278712,0.263719,0.263719,0.278712,0.263719,0.269422,0.331015,0.327705,0.327705,0.327705,0.289724,0.289724,0.289724,0.312803,0.162879,0.162879,0.177631,0.230792,0.201307,0.201307,0.204432,0.372759,0.366762,0.366762,0.367707,0.369319,0.224393,0.224393,0.247611,0.348451,0.339356,0.339356,0.339744,0.345018,0.329246,0.329246,0.332687,0.341832,0.327839,0.327839,0.329991,0.3982,0.317569,0.317569,0.327078,0.364012,0.352724,0.352724,0.352925,0.35864,0.302199,0.302199,0.307348,0.329471,0.309314,0.309314,0.30984,0.324495,0.264022,0.264022,0.269593,0.287546,0.239571,0.239571,0.24181,0.264843,0.271961,0.329275,0.23655,0.23655,0.239332,0.239332,0.190954,0,0.190954
dic-18,0.249067,0.23567,0.23567,0.249068,0.23567,0.240519,0.295561,0.292605,0.292605,0.292605,0.258664,0.258664,0.258664,0.278291,0.144313,0.144313,0.158543,0.201721,0.175372,0.175372,0.179463,0.330906,0.325547,0.325547,0.326752,0.33227,0.202759,0.202759,0.231558,0.317313,0.309185,0.309185,0.309651,0.314136,0.300041,0.300041,0.303947,0.311724,0.299219,0.299219,0.301828,0.368713,0.296658,0.296658,0.308078,0.339488,0.3294,0.3294,0.329631,0.334067,0.283629,0.283629,0.289823,0.308637,0.290623,0.290623,0.291222,0.302569,0.248528,0.248528,0.253882,0.269149,0.226276,0.226276,0.229067,0.248655,0.257554,0.306294,0.223432,0.223432,0.226901,0.226901,0.183669,0,0.183669
ene-19,0.194463,0.184002,0.184002,0.194463,0.184002,0.18848,0.231455,0.22914,0.22914,0.22914,0.20264,0.20264,0.20264,0.220764,0.116159,0.116159,0.125048,0.161241,0.140668,0.140668,0.144797,0.284728,0.280544,0.280544,0.281756,0.286852,0.185733,0.185733,0.211447,0.290636,0.284289,0.284289,0.284751,0.288893,0.277888,0.277888,0.281654,0.288836,0.279072,0.279072,0.281628,0.34257,0.286313,0.286313,0.297796,0.3268,0.318924,0.318924,0.319155,0.322948,0.283568,0.283568,0.289604,0.306978,0.292913,0.292913,0.293522,0.303254,0.261061,0.261061,0.265241,0.279339,0.245866,0.245866,0.2486,0.266687,0.275196,0.320203,0.255508,0.255508,0.258891,0.258891,0.225136,0,0.225136
feb-19,0.164622,0.155767,0.155767,0.164622,0.155767,0.159263,0.195643,0.193687,0.193687,0.193687,0.171253,0.171253,0.171253,0.185404,0.0968508,0.0968508,0.102053,0.1239,0.106485,0.106485,0.110116,0.218838,0.215296,0.215296,0.216348,0.220326,0.134725,0.134725,0.156493,0.21832,0.212948,0.212948,0.21334,0.216574,0.207258,0.207258,0.210446,0.216053,0.207788,0.207788,0.209929,0.254958,0.207333,0.207333,0.217515,0.240161,0.233493,0.233493,0.233701,0.236366,0.203029,0.203029,0.208114,0.221678,0.209772,0.209772,0.210308,0.217085,0.181366,0.181366,0.184904,0.195912,0.167575,0.167575,0.169938,0.18406,0.191086,0.226226,0.171458,0.171458,0.174344,0.174344,0.145769,0,0.145769
mar-19,0.133999,0.126791,0.126791,0.134,0.126791,0.129465,0.159077,0.157487,0.157487,0.157487,0.139226,0.139226,0.139226,0.150046,0.0779655,0.0779655,0.0797096,0.0903604,0.0761845,0.0761845,0.0789804,0.161471,0.158588,0.158588,0.159373,0.162415,0.0927367,0.0927367,0.110111,0.157386,0.153013,0.153013,0.153279,0.155751,0.148168,0.148168,0.15075,0.155037,0.148309,0.148309,0.149618,0.180741,0.141976,0.141976,0.149873,0.167188,0.161761,0.161761,0.161925,0.1639,0.136764,0.136764,0.140046,0.150417,0.140726,0.140726,0.141154,0.146226,0.117152,0.117152,0.120032,0.128448,0.105383,0.105383,0.106948,0.117746,0.121773,0.148643,0.104062,0.104062,0.105875,0.105875,0.0826157,0,0.0826157
abr-19,0.11162,0.105616,0.105616,0.11162,0.105616,0.108025,0.132692,0.131365,0.131365,0.131365,0.116154,0.116154,0.116154,0.125905,0.0658628,0.0658628,0.06662,0.0690323,0.057224,0.057224,0.0588769,0.133804,0.131403,0.131403,0.131844,0.134586,0.0765448,0.0765448,0.0863969,0.129001,0.125358,0.125358,0.125505,0.127734,0.121417,0.121417,0.123069,0.126933,0.121329,0.121329,0.122003,0.149016,0.116724,0.116724,0.121572,0.137176,0.132655,0.132655,0.13276,0.134571,0.111967,0.111967,0.113731,0.123077,0.115005,0.115005,0.115276,0.119893,0.0956747,0.0956747,0.0980738,0.105659,0.0864453,0.0864453,0.0872729,0.0970041,0.0988992,0.123114,0.0859787,0.0859787,0.0869293,0.0869293,0.0675545,0,0.0675545
may-19,0.114472,0.108315,0.108315,0.114473,0.108315,0.110257,0.135554,0.134199,0.134199,0.134199,0.118599,0.118599,0.118599,0.12646,0.0648829,0.0648829,0.0656195,0.0656214,0.0655271,0.0655271,0.0660265,0.123372,0.123372,0.123372,0.123501,0.125711,0.0661869,0.0661869,0.0663365,0.10068,0.0969447,0.0969447,0.0969505,0.0987467,0.0922688,0.0922688,0.0925929,0.0957075,0.0957075,0.0957075,0.0957611,0.111023,0.0779069,0.0779069,0.0784659,0.0910448,0.0864085,0.0864085,0.0864326,0.08807,0.0648885,0.0648885,0.0650928,0.0726274,0.0643482,0.0643482,0.0644127,0.0686127,0.0437753,0.0437753,0.0437769,0.0498912,0.0301869,0.0301869,0.0302462,0.0380907,0.0384007,0.0579203,0.0198364,0.0198364,0.0198699,0.0198699,0,0,0
jun-19,0.172872,0.163573,0.163573,0.172872,0.163573,0.165631,0.203834,0.201796,0.201796,0.201796,0.178238,0.178238,0.178238,0.186568,0.0935772,0.0935772,0.0973266,0.103058,0.0847698,0.0847698,0.0859181,0.134335,0.134335,0.134335,0.134644,0.134644,0.0447523,0.0447523,0.04989,0.0862855,0.080644,0.080644,0.080698,0.0826014,0.0728188,0.0728188,0.0729754,0.076276,0.076276,0.076276,0.0768324,0.0880326,0.0380214,0.0380214,0.0392167,0.0525471,0.0525471,0.0525471,0.0525568,0.0547788,0.0378706,0.0378706,0.0390151,0.0469998,0.0469998,0.0469998,0.0470256,0.0527251,0.0152167,0.0152167,0.0170957,0.0235753,0.0235753,0.0235753,0.0243989,0.032712,0.0368271,0.0575129,0,0,0.00111086,0.00111086,0,0,0
jul-19,0.132119,0.125012,0.125012,0.132119,0.125012,0.12802,0.157217,0.155645,0.155645,0.155645,0.137641,0.137641,0.137641,0.149814,0.0787452,0.0787452,0.0807135,0.099632,0.0856551,0.0856551,0.085965,0.177295,0.174452,0.174452,0.174526,0.174526,0.105825,0.105825,0.108044,0.161234,0.156923,0.156923,0.156966,0.159748,0.152272,0.152272,0.152801,0.157625,0.150992,0.150992,0.151177,0.175174,0.136953,0.136953,0.138058,0.15754,0.152189,0.152189,0.152218,0.152218,0.125463,0.125463,0.125916,0.131552,0.121997,0.121997,0.122075,0.122075,0.0934092,0.0934092,0.0938258,0.103295,0.0805536,0.0805536,0.0806865,0.0806865,0.0810448,0.111276,0.0673211,0.0673211,0.0674718,0.0674718,0.0445389,0,0.0445389
ago-19,0.0787425,0.0745068,0.0745068,0.0787426,0.0745068,0.0768823,0.0942837,0.0933408,0.0933408,0.0933408,0.0826104,0.0826104,0.0826104,0.0922245,0.0498675,0.0498675,0.0526469,0.0668845,0.0585543,0.0585543,0.059309,0.12988,0.128186,0.128186,0.128401,0.131104,0.090159,0.090159,0.0951799,0.137186,0.134616,0.134616,0.134697,0.136894,0.132438,0.132438,0.133351,0.13716,0.133207,0.133207,0.133577,0.156639,0.133859,0.133859,0.136168,0.151554,0.148365,0.148365,0.14842,0.150975,0.135029,0.135029,0.135984,0.1452,0.139505,0.139505,0.139646,0.146199,0.129114,0.129114,0.130238,0.137716,0.124162,0.124162,0.124579,0.134173,0.135165,0.159039,0.132842,0.132842,0.133318,0.133318,0.11965,0,0.11965
sept-19,0.121245,0.114723,0.114723,0.121246,0.114723,0.116139,0.142933,0.141504,0.141504,0.141504,0.124981,0.124981,0.124981,0.130711,0.0654913,0.0654913,0.0704241,0.0769051,0.0721786,0.0721786,0.0731641,0.112298,0.111394,0.111394,0.111663,0.113274,0.084694,0.084694,0.0919617,0.116997,0.11304,0.11304,0.113167,0.114477,0.107615,0.107615,0.108986,0.111256,0.109313,0.109313,0.109914,0.116737,0.0816607,0.0816607,0.0852236,0.0943932,0.0894825,0.0894825,0.0895669,0.0908716,0.0663185,0.0663185,0.0678592,0.0733517,0.071628,0.071628,0.0718452,0.0752061,0.0488992,0.0488992,0.0506947,0.0551518,0.0342817,0.0342817,0.0349111,0.0406295,0.0423515,0.0565806,0.0202722,0.0202722,0.0210455,0.0210455,0,0,0
oct-19,0.133697,0.126506,0.126506,0.133698,0.126506,0.128615,0.158161,0.156579,0.156579,0.156579,0.13836,0.13836,0.13836,0.146898,0.0749801,0.0749801,0.08255,0.0997353,0.0915125,0.0915125,0.093227,0.146689,0.144994,0.144994,0.145498,0.14633,0.090686,0.090686,0.104726,0.121637,0.117274,0.117274,0.117531,0.119482,0.111916,0.111916,0.114316,0.117699,0.113347,0.113347,0.114692,0.115659,0.0769807,0.0769807,0.0832477,0.0969114,0.0914964,0.0914964,0.0916403,0.0935865,0.0665117,0.0665117,0.0698225,0.0780068,0.0750134,0.0750134,0.0753906,0.0753906,0.0463819,0.0463819,0.0492555,0.0558971,0.0328836,0.0328836,0.03419,0.042711,0.0469442,0.0660294,0.0215494,0.0215494,0.0232069,0.0232069,0,0,0
nov-19,0.110236,0.104306,0.104306,0.110236,0.104306,0.10671,0.131071,0.129761,0.129761,0.129761,0.114738,0.114738,0.114738,0.124467,0.0651693,0.0651693,0.0706243,0.0898553,0.0781934,0.0781934,0.0806249,0.145918,0.143546,0.143546,0.144251,0.145863,0.0885411,0.0885411,0.103118,0.13714,0.133543,0.133543,0.133932,0.136155,0.129917,0.129917,0.132051,0.135906,0.130372,0.130372,0.132082,0.147962,0.116071,0.116071,0.123069,0.138638,0.134173,0.134173,0.134374,0.136295,0.113972,0.113972,0.117463,0.126788,0.118816,0.118816,0.119342,0.119342,0.0954237,0.0954237,0.097793,0.105361,0.0863857,0.0863857,0.088642,0.0983512,0.104828,0.128988,0.0923135,0.0923135,0.0951176,0.0951176,0.075983,0,0.075983
